id,name,system
40801,"Hamuy Port",6298
40802,"Haro Dock",6298
40803,"Abell Hub",6298
40878,"Rolland Ring",6257
40879,"Fernandes de Queiros Terminal",6257
40880,"Barbaro Hub",6257
40898,"Beg Port",6372
40899,"Potez Hub",6372
41981,"Coulomb Ring",6098
42160,"Alexandria's Inheritance",6250
42182,"Walker Silo",6204
42228,"Norton Installation",6217
42239,"Vries Terminal",6333
42320,"Scalzi Depot",6150
42367,"Vaez de Torres Point",6192
42557,"Kulin Vision",6104
42577,"Baxter Relay",6175
42590,"Polya Works",6150
42685,"Holden Point",6230
42691,"Grzimek Vista",6189
42725,"Schumacher Penal colony",6239
42745,"Perga Point",6150
42747,"Extra Vision",6150
42861,"Phillips Settlement",6263
42870,"Oxley Base",6351
42910,"Chern Arsenal",6258
42934,"Kosai Refinery",6259
43002,"Cleve Installation",6377
43007,"Ocampo Horizons",6244
43110,"Morrill Point",6364
43122,"Slusser Installation",6354
43126,"Heck Landing",6301
43367,"Dingle Palace",6361
43431,"Martinez Bastion",6358
43435,"Xuesen Market",6339
43591,"Ferguson Penal colony",6065
43607,"Bates' Folly",6094
43627,"Silves Survey",6370
44047,"Mille Vista",6114
44135,"Lagrange Base",6118
44137,"Hagihara Vision",6230
44142,"Sheffield Horizons",6351
44251,"Nolan Relay",6192
44282,"Ballard Beacon",6394
44289,"Uto Enterprise",6366
44290,"Aitken Relay",6366
44445,"Herschel Silo",6112
44583,"Froude Arsenal",6069
44819,"Kohoutek Terminal",6220
45043,"Giles Keep",6284
45275,"Lindblad Lab",6317
45557,"Ball Silo",6361
45747,"Burton Base",6309
45803,"Hottot Horizons",6314
45931,"Rice Bastion",6200
46051,"Oberth Horizons",6186
46196,"Dashiell Bastion",6114
46198,"Morgan Depot",6179
46665,"Huxley Point",6182
46710,"Siegel Depot",6399
46868,"Ozanne Colony",6150
46869,"Kennedy Prospect",6150
46870,"Anvil Horizons",6150
46871,"Kagawa's Pride",6150
46872,"Stabenow Vision",6150
46873,"Acaba Town",6150
46874,"Card Vision",6150
46875,"Westerhout's Claim",6150
46876,"Sargent Prospect",6150
46922,"Nobel Enterprise",6208
47013,"Islam Survey",6399
47329,"Jeury Beacon",6090
47350,"Morgan Penal Colony",6374
47402,"Ross City",6248
47416,"Mitchell Prospect",6399
47459,"Wegner Installation",6063
47466,"McAllaster Beacon",6310
47587,"Lanier Silo",6252
47669,"Brooks Vision",6330
47720,"Whitney Keep",6406
47806,"Tapinas Enterprise",6194
47831,"Kent's Inheritance",6300
47880,"Ziemianski Base",6182
47881,"Eggen Vista",6182
48130,"Napier Terminal",6180
48226,"Utkin Colony",6300
48270,"Markov Reformatory",6392
48319,"Berezovoy Point",6128
48418,"al-Khayyam Survey",6330
48425,"Schmitz Arsenal",6231
48474,"Yakovlev Vision",6266
48668,"Archer Terminal",6404
48831,"Gelfand Silo",6208
48937,"Jung Base",6230
49322,"Tolstoi Bastion",6317
49382,"Russo Installation",6265
49415,"Raleigh Reformatory",6072
49761,"Mayer Enterprise",6175
49769,"Bassford Silo",6345
49986,"Cook Works",6175
49987,"Harness Relay",6175
49988,"Herbert Reach",6175
49989,"Danforth's Progress",6175
49990,"Thornycroft Base",6175
49991,"Hartmann Landing",6175
49992,"Helin Vision",6175
49994,"Mainzer Bastion",6175
50287,"Takahashi Relay",6301
50294,"Hussey Landing",6301
50473,"Stith Terminal",6345
50483,"Jansky Mine",6230
50510,"Gaspar de Lemos Legacy",6192
50631,"Gilliland Base",6290
50955,"Tarter Bastion",6194
51027,"Melotte Base",6266
51101,"Cold Prospect",6260
51126,"Birkhoff Beacon",6241
51213,"Coppel Depot",6216
51233,"Swanwick Depot",6189
51234,"Bulmer Relay",6189
51235,"Gardner Hub",6189
51490,"Schomburg Silo",6396
51492,"Apianus Lab",6396
51632,"Tilman Installation",6381
51802,"Miklouho-Maclay Enterprise",6307
51803,"Banach Barracks",6307
51841,"Barnes Enterprise",6353
51851,"Weiss Bastion",6135
51852,"Mather Base",6277
51910,"Cassini Settlement",6266
51988,"Tucker Lab",6321
52028,"Hawkes Depot",6250
52166,"Bass Enterprise",6248
52172,"Proctor Terminal",6269
52206,"Bentham Arsenal",6078
52227,"Makarov Lab",6120
52234,"Christopher Installation",6407
52297,"Williamson Barracks",6095
52298,"Wollheim Camp",6095
52301,"Shinjo Enterprise",6335
52302,"Searle Hub",6335
52303,"Norman Sanctuary",6335
52324,"Moresby Base",6276
52682,"Palmer Camp",6206
52683,"Vinge Hub",6206
52711,"Buffett Point",6346
52713,"Arnason Holdings",6262
52734,"Scithers Survey",6180
52832,"Ziemianski Installation",6316
52841,"McMahon's Folly",6398
52842,"Barentsz Platform",6167
52843,"Minkowski Installation",6167
52850,"Canty Point",6286
52851,"Garnier Mine",6286
52892,"Binney Mines",6308
52925,"Hawke Bastion",6064
52954,"Burkin Silo",6141
52964,"Carstensz Bastion",6289
52980,"Langford Enterprise",6302
52990,"Beatty Enterprise",6086
52991,"Campbell Arsenal",6086
53006,"Silverberg Prospect",6369
53007,"Pellegrino Base",6369
53022,"Nourse Point",6328
53237,"Salgari Depot",6296
53258,"Ikeya Gateway",6340
53259,"Cady Hub",6340
53271,"Shiras Settlement",6312
53281,"Nouvel Installation",6099
53290,"Bujold Penal colony",6235
53291,"Metz Survey",6235
53348,"Rothman Vision",6309
53455,"Brule Depot",6373
53531,"Garden Bastion",6413
53572,"Shalatula's Folly",6363
53573,"Monge Landing",6074
53595,"Lewis Point",6378
53596,"Kepler's Inheritance",6378
53603,"Griffiths Holdings",6146
53604,"Gill Enterprise",6146
53808,"Clement Settlement",6384
53809,"Kandel Silo",6134
53839,"Rucker Relay",6082
53846,"Ings Vision",6166
53871,"Reamy Barracks",6144
53891,"Farmer Prospect",6109
53901,"Agrippa Base",6272
53902,"Plucker's Progress",6272
54053,"Plexico Terminal",6128
54243,"Fernandez's Claim",6131
54303,"Fidalgo Installation",6192
54304,"Kennan Stop",6192
54320,"Nikitin Installation",6108
54321,"Fearn Barracks",6108
54322,"Kotzebue Holdings",6108
54351,"Fremont Gateway",6117
54352,"Beadle Point",6117
54358,"Vuia Settlement",6376
54359,"Cousin Terminal",6376
54377,"Conway Terminal",6247
54378,"Brooks Survey",6247
54379,"Bolger Survey",6154
54381,"Norton Depot",6152
54382,"Boas Horizons",6152
54661,"Shapiro Base",6301
54751,"Ellison Silo",6207
54818,"Wild Installation",6359
54826,"Bass Terminal",6184
54827,"Myasishchev Hub",6184
54828,"Thornycroft Exchange",6184
54835,"Wafer Settlement",6084
54836,"Griffiths Survey",6084
54887,"Andrews Depot",6349
54888,"Ambartsumian Vision",6349
55074,"Crown Camp",6136
55084,"Ogden's Folly",6089
55107,"Whitcomb Camp",6127
55144,"Spielberg Laboratory",6225
55145,"Gotlieb Lab",6225
55146,"Moriarty Penal colony",6225
55162,"Hertzsprung Hub",6223
55215,"Clark Base",6324
55216,"Francisco de Eliza Laboratory",6324
55287,"Powers' Inheritance",6283
55288,"van der Riet Woolley Prospect",6283
55289,"Evangelisti Works",6283
55290,"Lukyanenko Installation",6283
55538,"Greenland Plant",6106
55664,"Lewis Enterprise",6121
55707,"Francisco de Eliza Survey",6388
55838,"Raleigh Vision",6332
55875,"Maine Bastion",6058
55876,"Lefschetz Beacon",6058
56628,"Gerrold Installation",6380
56686,"Penn Silo",6288
56846,"White Terminal",6238
56851,"Smith Settlement",6156
57200,"Cochrane Prospect",6174
57215,"Hay Port",6138
57216,"Krylov Stop",6138
57258,"Pohl Relay",6222
57259,"Bohnhoff Enterprise",6122
57297,"Gunn Prospect",6375
57327,"Ackerman Vista",6320
57347,"Rondon Installation",6331
57348,"Altshuller Prospect",6358
57349,"Kojima Vision",6358
57655,"Effinger Stop",6379
57657,"Horowitz Observatory",6261
57663,"Webb Relay",6164
57666,"Piercy Depot",6367
57669,"al-Din al-Urdi Base",6129
58123,"Holden Base",6408
58124,"Nelder Relay",6408
58132,"Chilton Base",6389
58152,"Wachmann Enterprise",6173
58153,"Ingstad Mine",6173
58154,"Ashman Horizons",6173
58414,"Haber Holdings",6292
58415,"Fozard Barracks",6385
58418,"Gloss Camp",6168
58419,"Carleson Point",6168
58427,"Silva Bastion",6402
58615,"Efremov Installation",6201
58616,"al-Khayyam Survey",6201
58623,"Vaez de Torres Silo",6169
58635,"Bulychev Horizons",6410
58637,"Wolfe Point",6221
59367,"Crossfield Silo",6170
59368,"Giacconi Laboratory",6170
59374,"Krenkel Keep",6411
59387,"Weill Palace",6208
59388,"Jakes Enterprise",6208
59389,"Valz Colony",6208
59657,"Howard Vision",6187
59671,"Anthony Plant",6256
59775,"Frimout Horizons",6242
59783,"Mattingly Base",6196
59861,"Penn Camp",6203
59869,"Godwin Survey",6313
59870,"Williams Terminal",6130
59871,"Mille Arsenal",6130
59872,"Steakley Penal colony",6080
59873,"Kronecker Relay",6080
59890,"Norman Hub",6409
59894,"Pryor Plant",6112
59914,"Houten-Groeneveld Beacon",6259
59915,"Shapiro Landing",6137
59943,"Theodorsen Prospect",6231
60011,"Stokes Arsenal",6394
60115,"Meredith Survey",6343
60117,"Pierres Enterprise",6215
60138,"Hind Reach",6224
60139,"Wrangel Enterprise",6224
60140,"Bounds Prospect",6224
60141,"Peary Prospect",6224
60205,"Ramon Gateway",6383
60206,"Darboux Gateway",6383
60227,"Fujimori Arena",6237
60267,"Creighton's Exile",6236
60379,"Giacobini Prospect",6178
60380,"Luiken Relay",6171
60727,"Karachkina Camp",6101
60871,"Hinz Observatory",6294
60879,"Charlois Arsenal",6267
61466,"Potagos Base",6273
61541,"Arnold Schwassmann Hub",6297
61552,"Martin Works",6246
61610,"Hartog Enterprise",6091
61611,"Ford Holdings",6091
61613,"Krylov Barracks",6094
61614,"Rutan's Inheritance",6094
61636,"Crichton's Inheritance",6076
61713,"Langford Landing",6075
61714,"Caselberg Hub",6066
61715,"Vespucci Beacon",6066
61725,"Lee Relay",6412
61732,"Coney Installation",6327
61765,"Tank Vision",6281
61766,"Boyajian Observatory",6318
61772,"Ing Base",6218
61800,"Panshin Landing",6348
61801,"Spassky Survey",6270
61802,"Gann Refinery",6270
61825,"Herndon Prospect",6140
61830,"Urkovic Lab",6251
61831,"Sheremetevsky Beacon",6251
61832,"Alexander Relay",6251
61915,"Derleth Colony",6356
61916,"Wallis Penal colony",6356
61917,"Keldysh Landing",6356
61958,"Robert Barracks",6255
61967,"Clark Base",6371
61993,"Barr Survey",6393
62007,"Wheeler Vision",6088
62040,"Csoma Depot",6104
62146,"Tilman Installation",6298
62173,"Chwedyk Holdings",6257
62174,"Great's Folly",6257
62186,"Stephens Point",6372
62187,"Sugano Terminal",6372
62894,"Drake Exchange",6361
62895,"Pritchard Keep",6361
62896,"Nikitin Terminal",6361
233,"Johnson Prospect",6687
409,"Glass Terminal",6716
750,"Tikhonravov Port",6670
1100,"Payne-Gaposchkin Station",6552
1275,"Herzog Gateway",6651
1418,"Wheeler's Exile",6527
1421,"Elst Platform",6538
1616,"Lockwood Prospect",6452
1761,"Chandra Platform",6731
1838,"Bohr Platform",6455
2252,"Bolton Gateway",6447
2295,"Bahcall Hub",6526
2296,"Kirby City",6526
2300,"Hickman Terminal",6526
2303,"Bailly Dock",6526
2551,"Parazynski Port",6756
2614,"May Orbital",6731
3326,"Thuot Horizons",6747
3400,"Eisinga Terminal",6432
3706,"Baliunas Port",6444
3753,"Lubbock Market",6650
3990,"Yuzhe Survey",6466
4091,"Borrego Orbital",6462
4277,"Olahus Terminal",6716
4397,"Yolen Hub",6539
4402,"Wiener Dock",6539
4616,"Vogel Station",6425
4617,"Herschel Dock",6425
4718,"Ford Platform",6597
4719,"Leeuwenhoek Relay",6597
4989,"van Royen Hub",6549
5013,"Alfven Prospect",6532
5082,"Usachov Station",6658
5191,"van den Hove Gateway",6525
5197,"Longomontanus Colony",6500
5232,"Dixon Hub",6452
6880,"Arp Dock",6500
6881,"Hamilton Asylum",6519
6882,"Pilyugin Landing",6523
6883,"Davies Orbital",6552
6884,"Veron's Claim",6654
6885,"Banno Orbital",6660
6886,"Comper Ring",6673
6887,"Gamow Terminal",6673
6888,"Vess Gateway",6673
6890,"Bond Port",6686
6895,"Lozino-Lozinskiy Colony",6742
9458,"Porco City",6743
9519,"Williams Dock",6752
9539,"Ryman Orbital",6707
9553,"Tavernier Dock",6707
9867,"Moffat Vision",6489
9960,"Aller Station",6611
9996,"Puiseux Terminal",6572
10007,"Matthaus Olbers Relay",6516
10029,"Biermann Terminal",6497
10207,"Bode Port",6556
10209,"Bennett Orbital",6598
10354,"McKean Orbital",6619
10562,"Delaunay Prospect",6554
10602,"Terry Station",6686
10604,"Bruce Enterprise",6686
10606,"Bachman Enterprise",6686
10608,"Evangelisti Dock",6686
10609,"Le Guin Vision",6686
10612,"Fidalgo Enterprise",6686
10716,"Bradley Survey",6737
10741,"Avdeyev City",6708
10927,"Hire Gateway",6424
11020,"Tognini Ring",6424
11023,"Binet City",6424
11031,"Evans Ring",6424
11037,"Cleave Terminal",6424
11042,"Alexandria Orbital",6424
11626,"Taylor Port",6626
11627,"Crown Ring",6626
11932,"Cheli Survey",6441
11933,"Otto Base",6441
12104,"Tomita Ring",6503
12106,"Alexandria Hub",6592
12118,"Perlmutter City",6598
12119,"Bothezat Hub",6619
12120,"Fox Terminal",6619
12233,"Martiniere Ring",6655
12239,"van Rhijn Horizons",6529
12240,"Emshwiller Hub",6529
12279,"Lubbock Vision",6704
12447,"Thagard Gateway",6484
12448,"Detmer Ring",6484
12451,"Bernoulli Orbital",6484
12453,"Artyukhin Port",6484
12458,"Thuot City",6484
12462,"Bowen Gateway",6484
12783,"Regiomontanus Holdings",6688
12897,"Bingzhen's Claim",6644
12935,"Bertin Settlement",6426
13466,"Lalande Terminal",6598
13467,"Roskam Hub",6619
13469,"Lee Station",6619
13470,"Rechtin Gateway",6619
13471,"Schumacher Port",6619
13472,"Nomen Gateway",6619
13538,"Jendrassik Dock",6511
13541,"Gardner Installation",6601
13549,"Feustel Camp",6620
13559,"Piccard Settlement",6601
13593,"Dawes Prospect",6459
13674,"Mitchell Terminal",6490
13689,"Esposito Settlement",6625
14222,"Turner Terminal",6668
14223,"Polikarpov Platform",6668
14281,"Naubakht Terminal",6689
14282,"Parker Dock",6689
14303,"Celebi Refinery",6691
14334,"Peters Market",6643
14392,"Rees Enterprise",6499
14568,"McQuarrie City",6651
14569,"Herschel Vision",6651
14575,"Roth Vision",6571
14576,"Grimwood Colony",6481
14577,"Forstchen Oasis",6481
14578,"Lozino-Lozinskiy City",6571
15028,"Chretien Oudemans Hub",6568
15057,"Naubakht Colony",6509
15284,"Daqing Terminal",6415
15286,"Harrington Prospect",6415
15421,"Flammarion Mines",6681
15509,"Wisdom Prospect",6510
15611,"Bouvard Survey",6418
15676,"Amano Dock",6506
16323,"Niijima Survey",6488
16467,"Encke Dock",6437
16750,"Arai Mine",6662
16765,"Alden Vision",6688
16902,"Esclangon Station",6552
17745,"Bolton Dock",6485
17748,"Gurshtein Landing",6636
17784,"Al Saud Dock",6512
18154,"Perrine Colony",6674
18518,"Bruck Vision",6554
18727,"Descartes Colony",6577
18887,"Sutcliffe Survey",6741
18899,"Bordage Enterprise",6712
18901,"Morgan Dock",6712
18902,"Godel Enterprise",6712
18922,"Sauma Port",6628
18975,"Weber Relay",6603
18978,"Axon Dock",6697
19075,"McDivitt Terminal",6414
19084,"Kingsbury Orbital",6734
19085,"Nikitin Ring",6734
19095,"Artin Orbital",6734
19096,"Stokes Gateway",6734
19097,"Daniel Gateway",6734
19233,"Kamov Terminal",6420
19234,"Opik Gateway",6420
19350,"Anastase Perrotin Orbital",6568
19366,"Garnier City",6709
19437,"Baracchi Platform",6701
19453,"Anthony Escape",6518
19454,"McQuay Beacon",6518
19485,"Bombelli Colony",6652
19490,"Rochon Vision",6652
19572,"Sinclair Depot",6618
19605,"Voss Dock",6649
19606,"Feynman Terminal",6649
19631,"Hennen Dock",6649
19636,"Kizim Hub",6649
19673,"Lane City",6616
19688,"Baracchi Colony",6465
19717,"Goldberg Dock",6475
19735,"Bruck Market",6579
19779,"Abell Station",6549
19792,"Argelander Port",6475
19805,"Davis Gateway",6722
19826,"Lorenz Hub",6646
19912,"Wales Platform",6555
19913,"Xuesen Terminal",6555
19918,"Bunsen Port",6528
19919,"Halsell Depot",6528
19935,"Satcher Settlement",6492
19960,"Westerhout's Claim",6541
19992,"Islam Vision",6534
19993,"Haro Dock",6534
20011,"Roth Works",6544
20012,"Seitter Terminal",6544
20097,"Chapman Refinery",6550
20101,"Xuesen Station",6514
20102,"de Kamp Hub",6514
20103,"Molchanov Station",6514
20110,"Schwarzschild's Exile",6561
20111,"Arp Port",6561
20182,"Fedden Settlement",6653
20186,"Drake Landing",6564
20187,"Hickam Terminal",6420
20188,"Check Vision",6420
20189,"Baille Dock",6420
20190,"Kepler Port",6420
20191,"Kapteyn Gateway",6420
20249,"Orbik Port",6428
20264,"Molyneux Dock",6520
20265,"Daqing Platform",6520
20301,"Tedin Holdings",6657
20302,"Asclepi Depot",6657
20310,"Carsono Terminal",6705
20311,"Heinemann Hub",6705
20312,"Bliss Orbital",6705
20313,"Gold Hub",6588
20314,"Abbot Enterprise",6588
20315,"Molyneux Horizons",6588
21032,"Aller Hub",6621
21033,"Pogson Dock",6621
21041,"Froud Camp",6659
21044,"Pannekoek Mines",6575
21045,"Hickam Dock",6575
21050,"Kirby Landing",6438
21058,"Fedden Relay",6706
21059,"Brundage Depot",6600
21060,"Kreutz's Claim",6600
21075,"Dirac Mine",6501
21076,"Smith Base",6501
21107,"Gelfand Orbital",6683
21108,"Kiernan Ring",6683
21109,"Rasch Orbital",6683
21136,"Wegener Station",6584
21140,"Watts Landing",6739
21197,"Marsden Depot",6419
21249,"Ferguson Port",6530
21250,"Allen Orbital",6530
21251,"Draper Orbital",6530
21254,"Bailly's Claim",6479
21437,"Apt Stop",6507
21447,"Auwers Terminal",6531
21448,"Arend Terminal",6531
21449,"Davies Port",6531
21464,"Maunder Terminal",6661
21465,"Schoening Vision",6661
21474,"Austin Hub",6439
21475,"Chiang Survey",6439
21522,"Hirayama Port",6595
21525,"Sabine Settlement",6440
21526,"Darwin Vision",6440
21538,"Honda Platform",6637
21539,"Kuchner Depot",6637
21565,"Moore Refinery",6547
21566,"Mattei Estate",6547
21591,"Struve Settlement",6718
21592,"Kidinnu Point",6718
21647,"Nijland Hub",6675
21653,"Finlay-Freundlich Depot",6738
21678,"Vess Dock",6537
21679,"Carpenter Mines",6537
21680,"Michell Dock",6537
21681,"Deluc Port",6596
21682,"Patsayev Port",6596
21692,"Allen St. John Colony",6676
21693,"Sorayama Prospect",6676
21695,"Peters Station",6617
21709,"Payne-Scott Dock",6647
21710,"Nakamura Escape",6647
21731,"Molchanov Terminal",6602
21732,"Luyten Orbital",6602
21733,"Emshwiller Installation",6602
21745,"Asami Camp",6623
21746,"Reichelt Depot",6623
21765,"Korolev Prospect",6745
21766,"Kludze Holdings",6745
21767,"Kondo Port",6745
22277,"DeLucas Settlement",6430
22278,"Noakes Settlement",6430
22291,"Hansen City",6474
22292,"Perlmutter Vision",6474
22304,"Weizsacker Gateway",6755
22305,"Vavrova Hub",6755
22306,"Hussey Mines",6755
22345,"Goldreich Orbital",6569
22346,"Cayley Mines",6569
22347,"Arzachel Orbital",6569
22348,"Rees Prospect",6429
22403,"Clement Colony",6517
22404,"Baydukov Dock",6517
22440,"Galouye Gateway",6684
22441,"Guerrero Hub",6684
22442,"Stuart Orbital",6684
22531,"Gurney Terminal",6448
22532,"Fan Ring",6448
22533,"Whelan Survey",6448
22592,"Barnwell Colony",6500
22595,"Rigaux Gateway",6682
22596,"Havilland Gateway",6682
22597,"Agrippa Orbital",6682
22634,"Johnson Mine",6727
22644,"Hoyle Works",6471
22809,"Cottenot Orbital",6469
22823,"Carpenter Settlement",6671
22842,"Whitson City",6728
22843,"Slayton Hub",6728
22844,"Brongniart Gateway",6728
22851,"Eggleton Beacon",6680
22855,"Furukawa Hub",6645
22856,"Hirn Station",6645
22858,"Christopher Orbital",6490
22859,"Franke Horizons",6490
22860,"Vonarburg Station",6490
22861,"Verne Dock",6490
22862,"Burckhardt Dock",6490
22863,"Anvil Hub",6490
22864,"Fernao do Po Port",6490
22865,"Artin Enterprise",6490
22901,"Hartsfield Orbital",6638
22902,"Jahn Works",6638
22932,"Antonov Enterprise",6496
22933,"Nakamura Vision",6496
22952,"Bouvard Colony",6560
22965,"Struzan Colony",6696
22966,"Dubyago Survey",6696
22991,"Jekhowsky Horizons",6648
23016,"van den Hove Platform",6494
23028,"Sitterly City",6717
23030,"Dubyago Port",6566
23031,"Kuiper Colony",6566
23325,"Marius Colony",6613
23341,"Grushin Prospect",6698
23342,"Trimble Hub",6698
23362,"Kapteyn Port",6583
23363,"Mayer Platform",6583
23364,"Pilcher Survey",6583
23404,"Gould Vision",6608
23420,"Flynn Terminal",6628
23421,"Lukyanenko Terminal",6628
23429,"Dyr Hub",6629
23430,"Ohain Vision",6629
23431,"Leuschner Gateway",6629
23432,"Shea Hub",6629
23433,"Tarter Port",6629
23443,"Comper Point",6711
23444,"Vuia Depot",6711
23449,"Vlaicu Terminal",6525
23465,"Luther Vision",6609
23466,"Vakhmistrov Settlement",6609
23472,"Papin Port",6646
23477,"Keldysh Station",6640
23479,"Anastase Perrotin Hub",6444
23480,"Dhawan Vision",6444
23481,"Wallis Vision",6444
23482,"Wilson Port",6444
23499,"Tisserand Hub",6713
23500,"Wickramasinghe Gateway",6713
23501,"Shimizu Survey",6713
23505,"Jewitt Terminal",6442
23506,"Frost Terminal",6442
23507,"Goodricke Dock",6526
23508,"Addams Orbital",6526
23509,"Poyser Ring",6526
23510,"Anderson City",6526
23511,"Struve Vision",6526
23557,"Dias Holdings",6591
23558,"Swift Holdings",6591
23586,"Manakov Hub",6618
23587,"Robinson Port",6545
23588,"Russell Colony",6545
23608,"Thomson Port",6605
23723,"Denning City",6503
23724,"Vavrova Hub",6503
23911,"Gaughan Station",6482
23912,"Pogson Settlement",6482
23913,"Safdie Survey",6482
23918,"Allen Settlement",6634
23967,"Couper Dock",6721
23968,"Jones' Pride",6721
23971,"McKean City",6485
23972,"Smyth Station",6485
23973,"Sheremetevsky Terminal",6485
23974,"Hafner Terminal",6485
23975,"Roche Orbital",6485
23976,"Nakamura Station",6485
23977,"Verrier Vision",6485
23978,"Fowler Hub",6485
23992,"Encke Port",6635
24007,"Brunton Hub",6664
24008,"Heng Prospect",6664
24039,"Boscovich Holdings",6693
24040,"Meech Oasis",6693
24041,"Dawes Port",6751
24042,"Horrocks Dock",6751
24043,"Westerhout Port",6751
24197,"Burnham Mines",6703
24198,"Pennington Mines",6703
24205,"Bainbridge Prospect",6737
24206,"Sitterly Terminal",6522
24207,"Bingzhen Survey",6522
24218,"Maunder Landing",6715
24219,"Keeler Depot",6715
24265,"Bingzhen Plant",6536
24271,"Chretien Oudemans Station",6740
24272,"Arzachel Vision",6740
24273,"Ashman Orbital",6740
24313,"Allen Reformatory",6515
24314,"Rechtin Vision",6689
24320,"Dahm Hub",6744
24321,"Morrill Gateway",6744
24365,"Adams Landing",6754
24366,"Kirshner Dock",6754
24369,"Maury Enterprise",6542
24370,"Sheepshanks Colony",6542
24433,"Mies van der Rohe Port",6567
24434,"Wickramasinghe Terminal",6549
24494,"Dumont Settlement",6562
24495,"d'Arrest Orbital",6562
24560,"Crown Enterprise",6593
24561,"Grzimek Enterprise",6593
24564,"Sellers Terminal",6551
24565,"Kozeyev Terminal",6551
24682,"Balog Prospect",6532
24683,"Lagrange Platform",6532
24926,"Ashbrook Hub",6592
24927,"Herzog Dock",6592
24928,"Adkins Dock",6592
24929,"Walotsky Orbital",6592
24930,"Shen Platform",6753
24931,"Sugie Prospect",6753
24932,"Honda Orbital",6753
25025,"Grissom Landing",6511
25035,"Oshima Dock",6630
25042,"Pilcher Enterprise",6607
25043,"Takamizawa Orbital",6607
25047,"Baillaud Colony",6636
25048,"Pickering Platform",6636
25096,"Carnera Terminal",6643
25097,"Brahmagupta Gateway",6643
25098,"Reber Port",6643
25099,"Montanari Hub",6643
25188,"Lassell Dock",6416
25189,"Naylor's Pride",6416
25410,"Grunsfeld Port",6424
25411,"Scott Terminal",6424
25412,"Brash Terminal",6424
25481,"Laplace Landing",6512
25491,"Papin Platform",6422
25492,"Cartwright Relay",6422
25504,"Paulmier de Gonneville City",6594
25520,"Noakes Dock",6708
25521,"Tuan Station",6708
25545,"Vinge Dock",6723
25546,"Amis Terminal",6723
25547,"Vinge Survey",6723
25638,"Rosenberger Prospect",6570
25639,"Rechtin Vision",6570
25945,"Schade Station",6463
25946,"Vasilyev Gateway",6463
25947,"Eilenberg Landing",6463
25985,"Brosnatch Landing",6533
25986,"Severin Dock",6533
26083,"Hyecho Dock",6730
26084,"Blish Landing",6730
26194,"Armstrong Orbital",6581
26195,"Bella Port",6581
26196,"Neumann Dock",6581
26249,"Vaucanson Gateway",6666
26250,"Hunziker Terminal",6666
26252,"Bayer Port",6483
26270,"Cannon Relay",6667
26299,"Westerhout Holdings",6699
26300,"Gaensler Vision",6699
26489,"Maxwell Hangar",6642
26490,"Northrop Dock",6642
26491,"Dyson Port",6576
26492,"Frazetta Survey",6576
26572,"Carnera Hub",6622
26577,"Chernykh Station",6468
26682,"Kepler Settlement",6633
26683,"Westphal Station",6633
26962,"Kuo Hub",6421
26963,"Ziegler Vision",6421
27047,"Martiniere Outpost",6456
27252,"Mechain Mines",6631
27258,"Fairey Dock",6486
27259,"Deutsch Colony",6486
27491,"Hirayama Vision",6497
27492,"Stone Hub",6497
29490,"Schommer's Claim",6670
30208,"Harvey-Smith Platform",6695
30226,"Struve Platform",6732
30359,"Blaylock Retreat",6493
30434,"Parsons Prospect",6495
30435,"Stiles Station",6495
30438,"Hillary's Exile",6729
30472,"Osterbrock Prospect",6694
30475,"Whitcomb Survey",6431
30524,"Hayashi Terminal",6568
30525,"Phillips Vision",6568
30526,"Frost Hub",6568
30527,"Kaluta Hub",6568
30528,"Pollas Orbital",6568
30529,"Green Vision",6568
30530,"Adams Terminal",6568
31212,"Riemann Prospect",6750
31213,"Bailey Depot",6750
31229,"Gentil Platform",6678
31230,"Pogson Platform",6678
31239,"Brorsen Platform",6746
32657,"Hevelius' Claim",6478
33135,"Naburimannu Market",6563
33136,"Hornoch Station",6563
33260,"Mil Landing",6554
34721,"Matteucci Orbital",6658
35309,"Hausdorff Retreat",6700
35310,"Rubruck Platform",6700
35330,"Bok Vision",6417
35331,"Somayaji Terminal",6417
35561,"Helffrich Survey",6427
35562,"Sy's Claim",6427
35829,"Higginbotham Survey",6714
35830,"Thoreau Station",6423
35831,"Horowitz Port",6423
35832,"Sharma Terminal",6423
35842,"Flammarion Dock",6559
35844,"Chaviano Dock",6669
35876,"Mooz Dock",6627
35877,"Korolev Colony",6627
35878,"Trujillo Platform",6572
35879,"Sei Hub",6572
35925,"van der Riet Woolley Survey",6418
36070,"Alfven Station",6574
36071,"Flammarion Vision",6574
36107,"Ayers Vision",6697
36108,"Hirn Port",6697
36306,"Clapperton Station",6446
36307,"Dantec Station",6446
36308,"Grimwood Gateway",6446
36309,"Belyanin Ring",6446
36310,"Pippin Terminal",6446
36314,"Bentham Station",6672
36315,"Bernoulli Hub",6672
36316,"Blair Station",6672
36320,"Ziewe Hub",6458
36321,"Zarnecki Hub",6458
36322,"Bond Station",6710
36323,"Pournelle Dock",6710
36342,"Kibalchich Platform",6449
36343,"Koolhaas Port",6449
36369,"Gora Terminal",6663
36370,"Tan Holdings",6663
36371,"Fowler Dock",6663
36508,"Underwood Mines",6450
36509,"Shatalov Mines",6450
36594,"Rushd Terminal",6606
36595,"Kondakova Legacy",6606
36821,"Vlaicu Port",6589
